2,bears,-68.65990257964248, 44.91001346473918,0,nobody
2,bears,-68.6598244643618, 44.91001223244417,1,nobody
2,bears,-68.6597466475253, 44.91001916465746,2,nobody
2,bears,-68.65966934852626, 44.91003049516379,3,nobody
2,bears,-68.65959530705886, 44.91005542259307,4,nobody
2,bears,-68.65951905220892, 44.91007241416408,5,nobody
2,bears,-68.65944403691574, 44.91009423666196,6,nobody
2,bears,-68.65936661448774, 44.91010469052564,7,nobody
2,bears,-68.6592937916513, 44.910132980985495,8,nobody
2,bears,-68.65922660294038, 44.91017284566596,9,nobody
2,bears,-68.65915778310492, 44.91020982330615,10,nobody
2,bears,-68.65908421186865, 44.910236106167815,11,nobody
2,bears,-68.65900953941534, 44.910259074414185,12,nobody
2,bears,-68.65893712362917, 44.91028839112513,13,nobody
2,bears,-68.65886297464694, 44.91031299689797,14,nobody
2,bears,-68.65878950578325, 44.91033956457936,15,nobody
2,bears,-68.65871770082289, 44.910370347095395,16,nobody
2,bears,-68.65864139706814, 44.91038711768379,17,nobody
2,bears,-68.65857137515168, 44.910421765148925,18,nobody
2,bears,-68.65849438247659, 44.91043501820927,19,nobody
2,bears,-68.6584231537787, 44.91046711163883,20,nobody
2,bears,-68.65835020344689, 44.910495071694505,21,nobody
2,bears,-68.65828455573013, 44.91053742606749,22,nobody
2,bears,-68.65822410656143, 44.91058691761857,23,nobody
2,bears,-68.65816240236747, 44.910634835340474,24,nobody
2,bears,-68.6580967299199, 44.910677151357014,25,nobody
2,bears,-68.65803323533349, 44.91072267006878,26,nobody
2,bears,-68.65796750038069, 44.910764888922444,27,nobody
2,bears,-68.65789938836863, 44.91080315469617,28,nobody
2,bears,-68.65782953317007, 44.91083813707543,29,nobody
2,bears,-68.65775516286847, 44.910862065591154,30,nobody
2,bears,-68.65768026285123, 44.910884280519525,31,nobody
2,bears,-68.65760571258562, 44.91090764231574,32,nobody
2,bears,-68.65753193051421, 44.910933327361285,33,nobody
2,bears,-68.65745987721326, 44.910963524007535,34,nobody
2,bears,-68.65738700241273, 44.910991680340295,35,nobody
2,bears,-68.65731527884849, 44.91102265203635,36,nobody
2,bears,-68.65723739761982, 44.91102881887078,37,nobody
2,bears,-68.65715962265948, 44.91103620610086,38,nobody
2,bears,-68.65708167044212, 44.9110413991187,39,nobody
2,bears,-68.65700394844745, 44.911049324216215,40,nobody
2,bears,-68.6569281292525, 44.91106816473908,41,nobody
2,bears,-68.65685087929413, 44.91107982490875,42,nobody
2,bears,-68.65677276035933, 44.91108079838187,43,nobody
2,bears,-68.65669502581122, 44.91107299737839,44,nobody
2,bears,-68.65661801815693, 44.91105983163468,45,nobody
2,bears,-68.65654075235138, 44.91104827694231,46,nobody
2,bears,-68.65646342743706, 44.91103712466675,47,nobody
2,bears,-68.6563853261866, 44.91103519845255,48,nobody
2,bears,-68.65630731198007, 44.911039357684075,49,nobody
2,bears,-68.65623168156851, 44.911058942281905,50,nobody
2,bears,-68.6561544202178, 44.91107052672458,51,nobody
2,bears,-68.65607719701175, 44.91108236277425,52,nobody
2,bears,-68.65599924023056, 44.91108748682449,53,nobody
2,bears,-68.65592140761783, 44.91108073404577,54,nobody
2,bears,-68.65584389530358, 44.91107096896693,55,nobody
2,bears,-68.65576580531364, 44.91106863035737,56,nobody
2,bears,-68.65568942994149, 44.91105218900232,57,nobody
2,bears,-68.65561389839395, 44.911032226513726,58,nobody
2,bears,-68.6555390771117, 44.911009747827215,59,nobody
2,bears,-68.65546972248714, 44.910973783238006,60,nobody
2,bears,-68.65539752087182, 44.910943942957005,61,nobody
2,bears,-68.6553286823021, 44.91090700020475,62,nobody
2,bears,-68.6552618406416, 44.910866556317124,63,nobody
2,bears,-68.65519018869881, 44.91083541928581,64,nobody
2,bears,-68.6551189528325, 44.91080334177069,65,nobody
2,bears,-68.65504709515311, 44.91077268252187,66,nobody
2,bears,-68.65497210133681, 44.91075078633173,67,nobody
2,bears,-68.65489479235762, 44.910739524122285,68,nobody
2,bears,-68.65481688469437, 44.910733700752914,69,nobody
2,bears,-68.65473879486095, 44.91073604458352,70,nobody
2,bears,-68.65466151014928, 44.91074747213651,71,nobody
2,bears,-68.65458339942916, 44.91074896579828,72,nobody
2,bears,-68.65450556263107, 44.9107422614348,73,nobody
2,bears,-68.65443030862671, 44.91072127690589,74,nobody
2,bears,-68.65435407679367, 44.91070418236714,75,nobody
2,bears,-68.65427880618762, 44.91068325746596,76,nobody
2,bears,-68.65420192425313, 44.91066937640786,77,nobody
2,bears,-68.65412562069676, 44.910652604916855,78,nobody
2,bears,-68.65405061885617, 44.910630736228406,79,nobody
2,bears,-68.65397286907823, 44.91062308850622,80,nobody
2,bears,-68.65389696519304, 44.91060459213259,81,nobody
2,bears,-68.65382157267709, 44.91058411082005,82,nobody
2,bears,-68.65375241474406, 44.9105477694397,83,nobody
2,bears,-68.65368679728557, 44.91050536820426,84,nobody
2,bears,-68.65362870852691, 44.91045312634612,85,nobody
2,bears,-68.6535618436771, 44.91041272080834,86,nobody
2,bears,-68.65349206519718, 44.91037758564979,87,nobody
2,bears,-68.65343265434967, 44.910326852358715,88,nobody
2,bears,-68.65337073933743, 44.9102792073497,89,nobody
2,bears,-68.65331539521732, 44.91022406622172,90,nobody
2,bears,-68.65326473821436, 44.910164590313364,91,nobody
2,bears,-68.65320485236631, 44.91011441859993,92,nobody
2,bears,-68.6531496542538, 44.91005913131388,93,nobody
2,bears,-68.65309227414265, 44.91000611208652,94,nobody
2,bears,-68.65302956287248, 44.90995952011062,95,nobody
2,bears,-68.65297054861097, 44.909908326042945,96,nobody
2,bears,-68.65290774986168, 44.909861852042546,97,nobody
2,bears,-68.65284530862873, 44.90981489878865,98,nobody
2,bears,-68.65278317760125, 44.909767535817366,99,nobody
2,bears,-68.65271326036091, 44.909732677602705,100,nobody
2,bears,-68.65264295194467, 44.90969861527409,101,nobody
2,bears,-68.65257536326195, 44.909659432553504,102,nobody
2,bears,-68.65250902368486, 44.909618170268836,103,nobody
2,bears,-68.65244693828093, 44.909570747508006,104,nobody
2,bears,-68.65237885090166, 44.90953243792162,105,nobody
2,bears,-68.65231006149878, 44.90949540369857,106,nobody
2,bears,-68.65224470038063, 44.90945260837337,107,nobody
2,bears,-68.65217856150026, 44.90941102515404,108,nobody
2,bears,-68.65210441194682, 44.90938642110258,109,nobody
2,bears,-68.65203143234444, 44.90935853753643,110,nobody
2,bears,-68.65195997226957, 44.90932696265206,111,nobody
2,bears,-68.6518951650488, 44.90928333307765,112,nobody
2,bears,-68.65183024763358, 44.9092398676336,113,nobody
2,bears,-68.65176188376346, 44.9092020536562,114,nobody
2,bears,-68.65170244234747, 44.90915135618398,115,nobody
2,bears,-68.65164065787356, 44.90910354201863,116,nobody
2,bears,-68.65157773511096, 44.90905723606251,117,nobody
2,bears,-68.65152365021711, 44.90900085929528,118,nobody
2,bears,-68.65148169473026, 44.908934955936125,119,nobody
2,bears,-68.65144517480611, 44.908865892119515,120,nobody
2,bears,-68.65140726011498, 44.90879758405395,121,nobody
2,bears,-68.65135773226052, 44.90873716462613,122,nobody
2,bears,-68.6512989124737, 44.908685747233115,123,nobody
2,bears,-68.65123574718652, 44.90863977265188,124,nobody
2,bears,-68.65116879285404, 44.90859951556571,125,nobody
2,bears,-68.65109664289389, 44.90856955060494,126,nobody
2,bears,-68.65102387527963, 44.908541118405935,127,nobody
